"Id","IsDeleted","Name","CurrencyIsoCode","SBQQ__AppliedImmediatelyContext__c","SBQQ__AppliedImmediately__c","SBQQ__Bundled__c","SBQQ__ComponentCodePosition__c","SBQQ__ComponentCode__c","SBQQ__ComponentDescriptionPosition__c","SBQQ__ComponentDescription__c","SBQQ__ConfiguredSKU__c","SBQQ__DefaultPricingTable__c","SBQQ__DiscountAmount__c","SBQQ__DiscountSchedule__c","SBQQ__Discount__c","SBQQ__DiscountedByPackage__c","SBQQ__ExistingQuantity__c","SBQQ__Feature__c","SBQQ__MaxQuantity__c","SBQQ__MinQuantity__c","SBQQ__Number__c","SBQQ__OptionalSKU__c","SBQQ__PriceEditable__c","SBQQ__ProductCode__c","SBQQ__ProductConfigurationType__c","SBQQ__ProductDescription__c","SBQQ__ProductFamily__c","SBQQ__ProductName__c","SBQQ__ProductQuantityScale__c","SBQQ__QuantityEditable__c","SBQQ__Quantity__c","SBQQ__QuoteLineVisibility__c","SBQQ__Required__c","SBQQ__Selected__c","SBQQ__SubscriptionScope__c","SBQQ__System__c","SBQQ__Type__c","SBQQ__UnitPrice__c","SBQQ__UpliftedByPackage__c","SBQQ__ProductSubscriptionPricing__c","Memory_Config__c","Hide_Option__c","OSKUProduct_Line__c","FeatureName__c","Image__c","UsPerUnit__c","SBQQ__RenewalProductOption__c","Configuration__c","IsServer__c","Engineering_Options__c","Resource_Location__c","Assumptions_Comments_PM__c","Assumptions_Comments_ER__c","Assumptions_Comments_SA__c","Role__c","Role_Description__c","Cable_Length__c","Deployment__c","Number_of_Areas__c","Area__c","Percent_of_Total__c","Number_of_Sections_and_Subsections__c","Number_of__c"
"a0b1N00000CoLALQA3","false","PO-000103","USD",,"false","false",,,,,"01t1N00000EURLpQAP",,,,,"false",,"a0a1N0000085v3tQAA",,,"250.0","01t1N00000EURMFQA5","No","S-TE-COST",,"Module to allow users to track project costs and ensure on-time project delivery.","Software","Project Cost Tracking",,"false","1.0",,"false","false",,"false","Component",,"false","Fixed Price","Performance Optimized","false",,"Add-Ons","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4ow&amp;oid=00D41000000emZ2&amp;lastMod=1478804179000"" alt=""PO-000103"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Project Cost Tracking","Module to allow users to track project costs and ensure on-time project delivery.",,,,,"0%",,
"a0b1N00000CoLAlQAN","false","PO-000169","USD",,"false","false","4.0","DA",,,"01t1N00000EURKqQAP",,,,,"false",,"a0a1N0000085v4AQAQ","1.0","0.0","420.0","01t1N00000EURMBQA5","No","NET X710","Disabled","Delivers superior performance with a theretical thoughtput of 80 Gb/s bidirectional thoughput.","Hardware","Intel X710 Dual Port 10Gb Direct Attach",,"false","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Network Adapter","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4ot&amp;oid=00D41000000emZ2"" alt=""PO-000169"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Intel X710 Dual Port 10Gb Direct Attach","Delivers superior performance with a theretical thoughtput of 80 Gb/s bidirectional thoughput.",,"Hosted",,,"0%",,
"a0b1N00000CoLAMQA3","false","PO-000080","USD","Always","true","false",,,,,"01t1N00000EURKvQAP",,,,,"false",,"a0a1N0000085v3oQAA",,,"830.0","01t1N00000EURMDQA5","No","WIN SDATA-M","Disabled","Windows Server Datacenter edition is designed for organizations with large workloads and heavily virtualized server environments.","Software","Windows Server Datacenter - Monthly",,"false","1.0",,"false","false",,"false","Component",,"false","Fixed Price",,"false","Operating System","Operating System","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4p9&amp;oid=00D41000000emZ2&amp;lastMod=1478804179000"" alt=""PO-000080"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Windows Server Datacenter - Monthly","Windows Server Datacenter edition is designed for organizations with large workloads and heavily virtualized server environments.",,,,,"0%",,
"a0b1N00000CoLAmQAN","false","PO-000172","USD",,"false","false","1.0","2609",,,"01t1N00000EURLfQAP",,,,,"false",,"a0a1N0000085v4BQAQ","1.0","1.0","120.0","01t1N00000EURLUQA5","No","INTEL E5-2609","Disabled","Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.","Hardware","Intel Xeon E5-2609 v4 1.7GHz,20M Cache,6.4GT/s QPI,Turbo,HT 8C/8T (85W)",,"false","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Processor","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4oo&amp;oid=00D41000000emZ2"" alt=""PO-000172"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Intel Xeon E5-2609 v4 1.7GHz,20M Cache,6.4GT/s QPI,Turbo,HT 8C/8T (85W)","Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.",,"Hosted",,,"0%",,
"a0b1N00000CoLANQA3","false","PO-000119","USD",,"false","false",,,,,"01t1N00000EURKoQAP",,,,,"false",,"a0a1N0000085v3wQAA",,,"230.0","01t1N00000EURKaQAP","No","S-TE-PAYU",,"Automatically Reimburse an Unlimited Number of Expense Reports from Credit Card, ACH, or Wire Sources to ACH Accounts.","Software","Expense Reimbursement Unlimited",,"false","1.0",,"false","false",,"false","Component",,"false","Fixed Price","Performance Optimized","false",,"Add-Ons","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4ok&amp;oid=00D41000000emZ2&amp;lastMod=1478804179000"" alt=""PO-000119"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Expense Reimbursement Unlimited","Automatically Reimburse an Unlimited Number of Expense Reports from Credit Card, ACH, or Wire Sources to ACH Accounts.",,,,,"0%",,
"a0b1N00000CoLAnQAN","false","PO-000173","USD",,"false","false","1.0","2660",,,"01t1N00000EURLfQAP",,,,,"false",,"a0a1N0000085v4BQAQ","1.0","1.0","130.0","01t1N00000EURMWQA5","No","INTEL E5-2660","Disabled","Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.","Hardware","Intel Xeon E5-2660 v4 2.0GHz,35M Cache,9.60GT/s QPI,Turbo,HT,14C/28T (105W)",,"false","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Processor","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4oo&amp;oid=00D41000000emZ2"" alt=""PO-000173"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Intel Xeon E5-2660 v4 2.0GHz,35M Cache,9.60GT/s QPI,Turbo,HT,14C/28T (105W)","Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.",,"Hosted",,,"0%",,
"a0b1N00000CoLAOQA3","false","PO-000129","USD",,"false","false",,,,,"01t1N00000EURKoQAP",,,,,"false",,"a0a1N0000085v40QAA",,,"620.0","01t1N00000EURMHQA5","No","S-TE-UTP",,"Online Time and Expense training for end users includes education and certification modules. Annual Subscription.","Services","T&E Training Portal for End Users",,"false","1.0",,"false","false",,"false","Component",,"false","Fixed Price","Performance Optimized","false",,"Training","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4p8&amp;oid=00D41000000emZ2&amp;lastMod=1478804179000"" alt=""PO-000129"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"T&E Training Portal for End Users","Online Time and Expense training for end users includes education and certification modules. Annual Subscription.",,,,,"0%",,
"a0b1N00000CoLAoQAN","false","PO-000174","USD",,"false","false","1.0","2683",,,"01t1N00000EURLfQAP",,,,,"false",,"a0a1N0000085v4BQAQ","1.0","1.0","140.0","01t1N00000EURLIQA5","No","INTEL E5-2683","Disabled","Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.","Hardware","Intel Xeon E5-2683 v4 2.1GHz,40M Cache,9.60GT/s QPI,Turbo,HT,16C/32T (120W)",,"false","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Processor","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4oo&amp;oid=00D41000000emZ2"" alt=""PO-000174"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Intel Xeon E5-2683 v4 2.1GHz,40M Cache,9.60GT/s QPI,Turbo,HT,16C/32T (120W)","Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.",,"Hosted",,,"0%",,
"a0b1N00000CoLAPQA3","false","PO-000130","USD",,"false","false",,,,,"01t1N00000EURKoQAP",,,,,"false",,"a0a1N0000085v40QAA",,,"630.0","01t1N00000EURMGQA5","No","S-TE-FTP",,"Online Time and Expense Finance and Reporting training for end users includes education and certification modules. Annual Subscription.","Services","T&E Reporting Training Portal for End Users",,"false","1.0",,"false","false",,"false","Component",,"false","Fixed Price","Performance Optimized","false",,"Training","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4p6&amp;oid=00D41000000emZ2&amp;lastMod=1478804179000"" alt=""PO-000130"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"T&E Reporting Training Portal for End Users","Online Time and Expense Finance and Reporting training for end users includes education and certification modules. Annual Subscription.",,,,,"0%",,
"a0b1N00000CoLApQAN","false","PO-000175","USD",,"false","false","2.0","8GB",,,"01t1N00000EURLfQAP",,,,,"false",,"a0a1N0000085v4CQAQ","8.0","1.0","210.0","01t1N00000EURLTQA5","No","MEM 8GB","Disabled","8GB RDIMM, 2133MT/s, Dual Rank, x8 Data Width","Hardware","8GB RDIMM, 2133MT/s",,"true","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Memory Capacity","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4oy&amp;oid=00D41000000emZ2"" alt=""PO-000175"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"8GB RDIMM, 2133MT/s","8GB RDIMM, 2133MT/s, Dual Rank, x8 Data Width",,"Hosted",,,"0%",,
"a0b1N00000CoLAQQA3","false","PO-000022","USD",,"false","false",,,,,"01t1N00000EURMfQAP",,,,,"false",,"a0a1N0000085v3qQAA",,,"1.0","01t1N00000EURL4QAP","No","BSSA-4298","Disabled","The 19-inch Black Modular Toolless Blanking Panel allows for quick and easy installation in any EIA-310-D compliant square hole mounting rail rack or enclosure.","Hardware","Black Toolless Airlow Mangment Blanking Panel",,"false","1.0","Always","false","false",,"false","Component",,"false",,,"false","Server Slot","Slot","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4pB&amp;oid=00D41000000emZ2&amp;lastMod=1478804179000"" alt=""PO-000022"" style=""height:55px; width:55px;"" border=""0""/>","1.0",,,"false",,,,,,"Black Toolless Airlow Mangment Blanking Panel","The 19-inch Black Modular Toolless Blanking Panel allows for quick and easy installation in any EIA-310-D compliant square hole mounting rail rack or enclosure.",,,,,"0%",,
"a0b1N00000CoLAqQAN","false","PO-000178","USD",,"false","false","2.0","32GB",,,"01t1N00000EURLfQAP",,,,,"false",,"a0a1N0000085v4CQAQ","8.0","1.0","230.0","01t1N00000EURKuQAP","No","MEM 32GB","Disabled","32GB RDIMM, 2133 MT/s, Low Volt, Dual Rank, x4 Data Width","Hardware","32GB RDIMM, 2133MT/s",,"true","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Memory Capacity","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4oy&amp;oid=00D41000000emZ2"" alt=""PO-000178"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"32GB RDIMM, 2133MT/s","32GB RDIMM, 2133 MT/s, Low Volt, Dual Rank, x4 Data Width",,"Hosted",,,"0%",,
"a0b1N00000CoLARQA3","false","PO-000024","USD",,"false","false",,,,,"01t1N00000EURMfQAP",,,,,"false",,"a0a1N0000085v3qQAA",,,"2.0","01t1N00000EURL0QAP","No","BSSA-4300","Disabled","Occupying 1U of rack space, this sliding shelf provides ventilation, and easy access to severs.","Hardware","Sliding Shelf 200lbs",,"true","1.0","Always","false","false",,"false","Component",,"false",,,"false","Server Slot","Slot","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4pZ&amp;oid=00D41000000emZ2&amp;lastMod=1478804180000"" alt=""PO-000024"" style=""height:55px; width:55px;"" border=""0""/>","1.0",,,"false",,,,,,"Sliding Shelf 200lbs","Occupying 1U of rack space, this sliding shelf provides ventilation, and easy access to severs.",,,,,"0%",,
"a0b1N00000CoLArQAN","false","PO-000179","USD",,"false","false","3.0","1T",,,"01t1N00000EURLfQAP",,,,,"false",,"a0a1N0000085v4DQAQ","1.0","0.0","310.0","01t1N00000EURLiQAP","No","HD 1TB","Disabled","Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems","Hardware","1TB 7.2k RPM NLSAS 12Gps 3.5 in",,"false","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Hard Drive","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4on&amp;oid=00D41000000emZ2"" alt=""PO-000179"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"1TB 7.2k RPM NLSAS 12Gps 3.5 in","Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems",,"Hosted",,,"0%",,
"a0b1N00000CoLASQA3","false","PO-000026","USD",,"false","false",,,,,"01t1N00000EURMfQAP",,,,,"false",,"a0a1N0000085v3qQAA",,,"4.0","01t1N00000EURL3QAP","No","BSSA-4302","Disabled","Occupying 1U of rack space, this shelf provides ventilation, 4-post mounting and an adjustable mounting depth.","Hardware","Fixed Shelf 250lbs",,"true","1.0","Always","false","false",,"false","Component",,"false",,,"false","Server Slot","Slot","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4ol&amp;oid=00D41000000emZ2&amp;lastMod=1478804179000"" alt=""PO-000026"" style=""height:55px; width:55px;"" border=""0""/>","1.0",,,"false",,,,,,"Fixed Shelf 250lbs","Occupying 1U of rack space, this shelf provides ventilation, 4-post mounting and an adjustable mounting depth.",,,,,"0%",,
"a0b1N00000CoLAsQAN","false","PO-000181","USD",,"false","false","3.0","8T",,,"01t1N00000EURLfQAP",,,,,"false",,"a0a1N0000085v4DQAQ","1.0","0.0","330.0","01t1N00000EURLJQA5","No","HD 8TB","Disabled","Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems","Hardware","8TB 7.2k RPM NLSAS 12Gps 3.5 in",,"false","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Hard Drive","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4on&amp;oid=00D41000000emZ2"" alt=""PO-000181"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"8TB 7.2k RPM NLSAS 12Gps 3.5 in","Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems",,"Hosted",,,"0%",,
"a0b1N00000CoLATQA3","false","PO-000087","USD",,"false","false",,,,,"01t1N00000EURMfQAP",,,,,"false",,"a0a1N0000085v3qQAA",,,"1.0","01t1N00000EURKyQAP","No","PS-R750","Allowed","The PowerSlide server is designed to bring excellent performance, expandability and deployment flexibility to organizations that must deploy multiple integrated servers in a minimum amount of space at a low cost.","Hardware","PowerSlide R750 Rack Server",,"false","1.0",,"false","false",,"false","Component",,"false",,,"false","Server Slot","Slot","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4pR&amp;oid=00D41000000emZ2&amp;lastMod=1478804180000"" alt=""PO-000087"" style=""height:55px; width:55px;"" border=""0""/>","2.0",,,"true",,,,,,"PowerSlide R750 Rack Server","The PowerSlide server is designed to bring excellent performance, expandability and deployment flexibility to organizations that must deploy multiple integrated servers in a minimum amount of space at a low cost.",,,,,"0%",,
"a0b1N00000CoLAtQAN","false","PO-000182","USD",,"false","false","3.0","8TS",,,"01t1N00000EURLfQAP",,,,,"false",,"a0a1N0000085v4DQAQ","1.0","0.0","340.0","01t1N00000EURLVQA5","No","HD 8TBSE","Disabled","Performing like any other hard drive, with the encryption being completely transparent or invisible to the user.","Hardware","8TB 7.2k RPM Self-Encrypting NLSAS 12Gps 3.5 in",,"false","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Hard Drive","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4on&amp;oid=00D41000000emZ2"" alt=""PO-000182"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"8TB 7.2k RPM Self-Encrypting NLSAS 12Gps 3.5 in","Performing like any other hard drive, with the encryption being completely transparent or invisible to the user.",,"Hosted",,,"0%",,
"a0b1N00000CoLAUQA3","false","PO-000090","USD",,"false","false",,,,,"01t1N00000EURMgQAP",,,,,"false",,,,,"1.0","01t1N00000EURKyQAP","No","PS-R750","Allowed","The PowerSlide server is designed to bring excellent performance, expandability and deployment flexibility to organizations that must deploy multiple integrated servers in a minimum amount of space at a low cost.","Hardware","PowerSlide R750 Rack Server",,"true","1.0",,"false","false",,"false","Component",,"false",,,"false","Server Slot",,"<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4pR&amp;oid=00D41000000emZ2&amp;lastMod=1478804180000"" alt=""PO-000090"" style=""height:55px; width:55px;"" border=""0""/>","2.0",,,"true",,,,,,"PowerSlide R750 Rack Server","The PowerSlide server is designed to bring excellent performance, expandability and deployment flexibility to organizations that must deploy multiple integrated servers in a minimum amount of space at a low cost.",,,,,"0%",,
"a0b1N00000CoLAuQAN","false","PO-000183","USD",,"false","false","4.0","DA",,,"01t1N00000EURLfQAP",,,,,"false",,"a0a1N0000085v4EQAQ","1.0","0.0","410.0","01t1N00000EURMBQA5","No","NET X710","Disabled","Delivers superior performance with a theretical thoughtput of 80 Gb/s bidirectional thoughput.","Hardware","Intel X710 Dual Port 10Gb Direct Attach",,"false","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Network Adapter","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4ot&amp;oid=00D41000000emZ2"" alt=""PO-000183"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Intel X710 Dual Port 10Gb Direct Attach","Delivers superior performance with a theretical thoughtput of 80 Gb/s bidirectional thoughput.",,"Hosted",,,"0%",,
"a0b1N00000CoLAVQA3","false","PO-000117","USD",,"false","false",,,,,"01t1N00000EURKoQAP",,,,,"false",,"a0a1N0000085v3wQAA",,,"210.0","01t1N00000EURKZQA5","No","S-TE-REPX",,"Module that enables the export of your Time and Expense data to Access, Excel, and JDBC Databases.","Software","Report Exporting Tools",,"false","1.0",,"false","false",,"false","Component",,"false","Fixed Price","Performance Optimized","false",,"Add-Ons","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4p1&amp;oid=00D41000000emZ2&amp;lastMod=1478804179000"" alt=""PO-000117"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Report Exporting Tools","Module that enables the export of your Time and Expense data to Access, Excel, and JDBC Databases.",,,,,"0%",,
"a0b1N00000CoLAvQAN","false","PO-000185","USD",,"false","false",,,,,,,,,,"false",,"a0a1N0000085v4LQAQ",,,"100.0",,"No",,,,,,,"true","1.0",,"false","true",,"false","Related Product",,"false",,"Performance Optimized","false",,"ePCR","<img src=""https://c.na30.content.force.com/servlet/servlet.ImageServer?id=0151N000004AOoB&amp;oid=00Dc0000003kdih&amp;lastMod=1466792319000"" alt=""PO-000185"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,,,,"Hosted",,,"0%",,
"a0b1N00000CoLAWQA3","false","PO-000120","USD",,"false","false",,,,,"01t1N00000EURKoQAP",,,,,"false",,"a0a1N0000085v3wQAA",,,"240.0","01t1N00000EURKbQAP","No","S-TE-BILL",,"This module allows users to reduce billing errors and eliminate inefficiencies with accurate time tracking.","Software","Billing Hours Tracking",,"false","1.0",,"false","false",,"false","Component",,"false","Fixed Price","Performance Optimized","false",,"Add-Ons","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4oh&amp;oid=00D41000000emZ2&amp;lastMod=1478804178000"" alt=""PO-000120"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Billing Hours Tracking","This module allows users to reduce billing errors and eliminate inefficiencies with accurate time tracking.",,,,,"0%",,
"a0b1N00000CoLAwQAN","false","PO-000188","USD",,"false","false",,,,,,,,,,"false",,"a0a1N0000085v4FQAQ",,"1.0","200.0",,"No",,,,,,,"true","1.0",,"false","false",,"false","Related Product",,"false",,"Performance Optimized","false",,"Dispatch","<img src=""https://c.na30.content.force.com/servlet/servlet.ImageServer?id=0151N000004AOoB&amp;oid=00Dc0000003kdih&amp;lastMod=1466792319000"" alt=""PO-000188"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,,,,"Hosted",,,"0%",,
"a0b1N00000CoLAXQA3","false","PO-000121","USD",,"false","false",,,,,"01t1N00000EURKoQAP",,,,,"false",,"a0a1N0000085v3wQAA",,,"250.0","01t1N00000EURMFQA5","No","S-TE-COST",,"Module to allow users to track project costs and ensure on-time project delivery.","Software","Project Cost Tracking",,"false","1.0",,"false","false",,"false","Component",,"false","Fixed Price","Performance Optimized","false",,"Add-Ons","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4ow&amp;oid=00D41000000emZ2&amp;lastMod=1478804179000"" alt=""PO-000121"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Project Cost Tracking","Module to allow users to track project costs and ensure on-time project delivery.",,,,,"0%",,
"a0b1N00000CoLAxQAN","false","PO-000189","USD",,"false","false",,,,,,,,,,"false",,"a0a1N0000085v4FQAQ",,"1.0","210.0",,"No",,,,,,,"true","1.0",,"false","false",,"false","Related Product",,"false",,"Performance Optimized","false",,"Dispatch","<img src=""https://c.na30.content.force.com/servlet/servlet.ImageServer?id=0151N000004AOoB&amp;oid=00Dc0000003kdih&amp;lastMod=1466792319000"" alt=""PO-000189"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,,,,"Hosted",,,"0%",,
"a0b1N00000CoLAYQA3","false","PO-000122","USD",,"false","false",,,,,"01t1N00000EURKoQAP",,,,,"false",,"a0a1N0000085v3xQAA",,,"310.0","01t1N00000EURMIQA5","No","SV-TE-HOST",,"Teir 3+ Colocation Services with 99.5% Uptime","Services","Annual Hosting Fee",,"false","1.0",,"true","true",,"false","Component",,"false","Fixed Price","Performance Optimized","false",,"Hosting","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4oe&amp;oid=00D41000000emZ2"" alt=""PO-000122"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Annual Hosting Fee","Teir 3+ Colocation Services with 99.5% Uptime",,,,,"0%",,
"a0b1N00000CoLAyQAN","false","PO-000190","USD",,"false","false",,,,,,,,,,"false",,"a0a1N0000085v4FQAQ",,"1.0","220.0",,"No",,,,,,,"true","1.0",,"false","false",,"false","Related Product",,"false",,"Performance Optimized","false",,"Dispatch","<img src=""https://c.na30.content.force.com/servlet/servlet.ImageServer?id=0151N000004AOoB&amp;oid=00Dc0000003kdih&amp;lastMod=1466792319000"" alt=""PO-000190"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,,,,"Hosted",,,"0%",,
"a0b1N00000CoLAZQA3","false","PO-000127","USD",,"false","false",,,,,"01t1N00000EURKoQAP",,,,,"false",,"a0a1N0000085v3zQAA",,,"520.0","01t1N00000EURMeQAP","No","S-TE-PMAIN",,"Upgrade, Bug Fixes, and Patched for Perpetual Licenses. Early Access to BETA Releases. Upgrade and Patch Assistance. 20% of Licensing","Services","Premium Maintenance",,"false","1.0",,"false","false","Both","false","Component",,"false","Percent Of Total","Performance Optimized","false",,"Maintenance","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4pK&amp;oid=00D41000000emZ2&amp;lastMod=1478804179000"" alt=""PO-000127"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Premium Maintenance","Upgrade, Bug Fixes, and Patched for Perpetual Licenses. Early Access to BETA Releases. Upgrade and Patch Assistance. 20% of Licensing",,,,,"20%",,
"a0b1N00000CoLAzQAN","false","PO-000191","USD",,"false","false",,,,,,,,,,"false",,"a0a1N0000085v4GQAQ",,,"300.0",,"No",,,,,,,"true","1.0",,"false","false",,"false","Related Product",,"false",,"Performance Optimized","false",,"Billing","<img src=""https://c.na30.content.force.com/servlet/servlet.ImageServer?id=0151N000004AOoB&amp;oid=00Dc0000003kdih&amp;lastMod=1466792319000"" alt=""PO-000191"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,,,,"Hosted",,,"0%",,
"a0b1N00000CoLB0QAN","false","PO-000192","USD",,"false","false",,,,,,,,,,"false",,"a0a1N0000085v4GQAQ",,,"310.0",,"No",,,,,,,"true","1.0",,"false","false",,"false","Related Product",,"false",,"Performance Optimized","false",,"Billing","<img src=""https://c.na30.content.force.com/servlet/servlet.ImageServer?id=0151N000004AOoB&amp;oid=00Dc0000003kdih&amp;lastMod=1466792319000"" alt=""PO-000192"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,,,,"Hosted",,,"0%",,
"a0b1N00000CoLB1QAN","false","PO-000193","USD",,"false","false",,,,,,,,,,"false",,"a0a1N0000085v4GQAQ",,,"320.0",,"No",,,,,,,"true","1.0",,"false","false",,"false","Related Product",,"false",,"Performance Optimized","false",,"Billing","<img src=""https://c.na30.content.force.com/servlet/servlet.ImageServer?id=0151N000004AOoB&amp;oid=00Dc0000003kdih&amp;lastMod=1466792319000"" alt=""PO-000193"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,,,,"Hosted",,,"0%",,
"a0b1N00000CoLB2QAN","false","PO-000194","USD",,"false","false",,,,,,,,,,"false",,"a0a1N0000085v4MQAQ",,,"400.0",,"No",,,,,,,"true","1.0",,"true","true",,"false","Related Product",,"false",,"Performance Optimized","false",,"Services","<img src=""https://c.na30.content.force.com/servlet/servlet.ImageServer?id=0151N000004AOoB&amp;oid=00Dc0000003kdih&amp;lastMod=1466792319000"" alt=""PO-000194"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,"Custom","false","Extended Care","Onsite",,,,,,,"Hosted",,,"0%",,
"a0b1N00000CoLB3QAN","false","PO-000195","USD",,"false","false",,,,,,,,,,"false",,"a0a1N0000085v4MQAQ",,,"410.0",,"No",,,,,,,"true","1.0",,"false","false",,"false","Related Product",,"false",,"Performance Optimized","false",,"Services","<img src=""https://c.na30.content.force.com/servlet/servlet.ImageServer?id=0151N000004AOoB&amp;oid=00Dc0000003kdih&amp;lastMod=1466792319000"" alt=""PO-000195"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,"Custom","false","Extended Care","Onsite",,,,,,,"Hosted",,,"0%",,
"a0b1N00000CoLB4QAN","false","PO-000196","USD",,"false","false",,,,,,,,,,"false",,"a0a1N0000085v4MQAQ",,,"420.0",,"No",,,,,,,"true","1.0",,"false","false",,"false","Related Product",,"false",,"Performance Optimized","false",,"Services","<img src=""https://c.na30.content.force.com/servlet/servlet.ImageServer?id=0151N000004AOoB&amp;oid=00Dc0000003kdih&amp;lastMod=1466792319000"" alt=""PO-000196"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,"Custom","false","Extended Care","Onsite",,,,,,,"Hosted",,,"0%",,
